Importance,Job Zone,Code,Occupation
71,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
71,5,29-1011.00,Chiropractors
71,3,17-3022.00,Civil Engineering Technologists and Technicians
71,3,51-9161.00,Computer Numerically Controlled Tool Operators
71,4,13-2041.00,Credit Analysts
71,2,43-4051.00,Customer Service Representatives
71,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
71,4,27-3041.00,Editors
71,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
71,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
71,5,19-2041.02,Environmental Restoration Planners
71,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
71,4,13-1041.03,Equal Opportunity Representatives and Officers
71,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
71,2,51-2051.00,Fiberglass Laminators and Fabricators
71,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
71,3,33-1011.00,First-Line Supervisors of Correctional Officers
71,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
71,4,15-1299.02,Geographic Information Systems Technologists and Technicians
71,2,47-2121.00,Glaziers
71,2,43-9041.00,Insurance Claims and Policy Processing Clerks
71,1,37-3011.00,Landscaping and Groundskeeping Workers
71,4,17-2112.03,Manufacturing Engineers
71,5,21-1013.00,Marriage and Family Therapists
71,3,31-9092.00,Medical Assistants
71,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
71,3,51-7031.00,"Model Makers, Wood"
71,3,29-2099.01,Neurodiagnostic Technologists
71,3,51-8011.00,Nuclear Power Reactor Operators
71,2,47-2151.00,Pipelayers
71,3,33-3051.00,Police and Sheriff's Patrol Officers
71,3,51-5111.00,Prepress Technicians and Workers
71,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
71,3,43-5061.00,"Production, Planning, and Expediting Clerks"
71,2,31-1133.00,Psychiatric Aides
71,4,29-1125.00,Recreational Therapists
71,2,49-9096.00,Riggers
71,4,17-1022.00,Surveyors
71,4,17-2051.01,Transportation Engineers
71,3,11-9199.09,Wind Energy Operations Managers
70,2,33-9011.00,Animal Control Workers
70,5,29-1129.01,Art Therapists
70,3,49-2097.00,Audiovisual Equipment Installers and Repairers
70,3,17-3027.01,Automotive Engineering Technicians
70,2,43-3011.00,Bill and Account Collectors
70,3,49-9061.00,Camera and Photographic Equipment Repairers
70,4,27-1021.00,Commercial and Industrial Designers
70,4,15-1231.00,Computer Network Support Specialists
70,3,15-1232.00,Computer User Support Specialists
70,2,47-5041.00,Continuous Mining Machine Operators
70,3,13-1041.06,Coroners
70,2,43-4031.00,"Court, Municipal, and License Clerks"
70,4,15-1243.00,Database Architects
70,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
70,2,51-2022.00,Electrical and Electronic Equipment Assemblers
70,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
70,4,13-2061.00,Financial Examiners
70,2,43-5011.01,Freight Forwarders
70,3,51-9071.06,Gem and Diamond Workers
70,5,21-1022.00,Healthcare Social Workers
70,2,47-3016.00,Helpers--Roofers
70,3,11-3051.06,Hydroelectric Production Managers
70,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
70,2,53-4011.00,Locomotive Engineers
70,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
70,3,29-2035.00,Magnetic Resonance Imaging Technologists
70,3,31-9011.00,Massage Therapists
70,5,29-9099.01,Midwives
70,3,51-4061.00,"Model Makers, Metal and Plastic"
70,3,29-2033.00,Nuclear Medicine Technologists
70,2,51-9083.00,Ophthalmic Laboratory Technicians
70,5,29-2091.00,Orthotists and Prosthetists
70,3,17-3029.08,Photonics Technicians
70,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
70,4,19-4012.01,Precision Agriculture Technicians
70,3,29-2034.00,Radiologic Technologists and Technicians
70,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
70,2,53-7081.00,Refuse and Recyclable Material Collectors
70,3,49-2098.00,Security and Fire Alarm Systems Installers
70,2,51-6042.00,Shoe Machine Operators and Tenders
70,4,15-1253.00,Software Quality Assurance Analysts and Testers
70,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
70,3,15-1241.01,Telecommunications Engineering Specialists
70,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
70,5,19-1023.00,Zoologists and Wildlife Biologists
69,2,39-2021.00,Animal Caretakers
69,3,49-3023.00,Automotive Service Technicians and Mechanics
69,4,19-2031.00,Chemists
69,4,17-2051.00,Civil Engineers
69,4,15-1211.00,Computer Systems Analysts
69,2,35-2014.00,"Cooks, Restaurant"
69,2,43-4021.00,Correspondence Clerks
69,2,47-2081.00,Drywall and Ceiling Tile Installers
69,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
69,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
69,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
69,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
69,5,29-9092.00,Genetic Counselors
69,4,13-2072.00,Loan Officers
69,3,51-4041.00,Machinists
69,3,49-9043.00,"Maintenance Workers, Machinery"
69,3,17-3013.00,Mechanical Drafters
69,3,51-9082.00,Medical Appliance Technicians
69,3,31-9094.00,Medical Transcriptionists
69,3,27-1026.00,Merchandise Displayers and Window Trimmers
69,2,43-9061.00,"Office Clerks, General"
69,4,13-1199.06,Online Merchants
69,2,41-2022.00,Parts Salespersons
69,4,43-9111.00,Statistical Assistants
69,2,47-2053.00,Terrazzo Workers and Finishers
69,2,49-3093.00,Tire Repairers and Changers
69,4,25-3041.00,Tutors
69,3,15-1254.00,Web Developers
68,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
68,3,53-2022.00,Airfield Operations Specialists
68,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
68,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
68,3,17-3011.00,Architectural and Civil Drafters
68,2,35-3011.00,Bartenders
68,4,13-2031.00,Budget Analysts
68,4,29-2011.01,Cytogenetic Technologists
68,4,15-1299.03,Document Management Specialists
68,4,13-1041.01,Environmental Compliance Inspectors
68,4,17-2081.00,Environmental Engineers
68,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
68,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
68,2,41-2012.00,Gambling Change Persons and Booth Cashiers
68,4,17-1022.01,Geodetic Surveyors
68,2,47-5081.00,Helpers--Extraction Workers
68,4,13-1071.00,Human Resources Specialists
68,3,13-1032.00,"Insurance Appraisers, Auto Damage"
68,3,49-3051.00,Motorboat Mechanics and Service Technicians
68,2,17-3029.01,Non-Destructive Testing Specialists
68,4,17-2161.00,Nuclear Engineers
68,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
68,2,31-1122.00,Personal Care Aides
68,2,47-2181.00,Roofers
68,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
68,3,25-3021.00,Self-Enrichment Teachers
68,2,39-5093.00,Shampooers
68,4,17-2199.11,Solar Energy Systems Engineers
68,3,51-2041.00,Structural Metal Fabricators and Fitters
68,3,17-3031.00,Surveying and Mapping Technicians
68,3,33-3052.00,Transit and Railroad Police
68,2,47-4099.03,Weatherization Installers and Technicians
68,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
68,3,49-9081.00,Wind Turbine Service Technicians
67,2,47-2031.00,Carpenters
67,3,51-9162.00,Computer Numerically Controlled Tool Programmers
67,2,35-2015.00,"Cooks, Short Order"
67,1,47-5011.00,"Derrick Operators, Oil and Gas"
67,5,29-1031.00,Dietitians and Nutritionists
67,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
67,4,17-3025.00,Environmental Engineering Technologists and Technicians
67,3,33-2021.00,Fire Inspectors and Investigators
67,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
67,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
67,2,51-4071.00,Foundry Mold and Coremakers
67,2,47-3013.00,Helpers--Electricians
67,3,25-4031.00,Library Technicians
67,2,49-9011.00,Mechanical Door Repairers
67,3,29-2099.05,Ophthalmic Medical Technologists
67,2,43-4151.00,Order Clerks
67,2,51-5113.00,Print Binding and Finishing Workers
67,3,17-3024.01,Robotics Technicians
67,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
67,2,35-3031.00,Waiters and Waitresses
67,3,49-9064.00,Watch and Clock Repairers
66,4,13-2023.00,Appraisers and Assessors of Real Estate
66,4,19-4021.00,Biological Technicians
66,2,53-3052.00,"Bus Drivers, Transit and Intercity"
66,2,47-2041.00,Carpet Installers
66,4,17-1021.00,Cartographers and Photogrammetrists
66,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
66,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
66,2,35-2012.00,"Cooks, Institution and Cafeteria"
66,5,29-2011.02,Cytotechnologists
66,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
66,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
66,4,17-2111.02,Fire-Prevention and Protection Engineers
66,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
66,3,13-1041.04,Government Property Inspectors and Investigators
66,3,43-6012.00,Legal Secretaries and Administrative Assistants
66,4,25-4013.00,Museum Technicians and Conservators
66,3,29-2081.00,"Opticians, Dispensing"
66,2,53-7064.00,"Packers and Packagers, Hand"
66,3,25-2011.00,"Preschool Teachers, Except Special Education"
66,3,43-3061.00,Procurement Clerks
66,2,43-5031.00,Public Safety Telecommunicators
66,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
66,2,41-2031.00,Retail Salespersons
65,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
65,2,53-6031.00,Automotive and Watercraft Service Attendants
65,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
65,3,47-4011.00,Construction and Building Inspectors
65,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
65,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
65,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
65,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
65,3,47-2111.00,Electricians
65,1,35-3023.00,Fast Food and Counter Workers
65,1,47-2043.00,Floor Sanders and Finishers
65,4,19-1032.00,Foresters
65,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
65,2,49-9031.00,Home Appliance Repairers
65,2,31-1121.00,Home Health Aides
65,2,53-7051.00,Industrial Truck and Tractor Operators
65,1,45-4022.00,Logging Equipment Operators
65,2,43-6013.00,Medical Secretaries and Administrative Assistants
65,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
65,3,31-2021.00,Physical Therapist Assistants
65,3,29-2053.00,Psychiatric Technicians
65,2,49-3092.00,Recreational Vehicle Service Technicians
65,2,53-7062.04,Recycling and Reclamation Workers
65,2,47-2211.00,Sheet Metal Workers
65,3,39-5094.00,Skincare Specialists
65,2,51-3023.00,Slaughterers and Meat Packers
65,4,21-1093.00,Social and Human Service Assistants
65,2,47-2231.00,Solar Photovoltaic Installers
65,2,51-9197.00,Tire Builders
65,4,53-6051.00,Transportation Inspectors
65,2,37-3013.00,Tree Trimmers and Pruners
65,4,17-2112.02,Validation Engineers
64,2,39-9011.00,Childcare Workers
64,3,33-3051.04,Customs and Border Protection Officers
64,3,47-4011.01,Energy Auditors
64,3,19-4013.00,Food Science Technicians
64,2,39-3012.00,Gambling and Sports Book Writers and Runners
64,2,39-3011.00,Gambling Dealers
64,3,51-8092.00,Gas Plant Operators
64,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
64,2,45-4023.00,Log Graders and Scalers
64,1,37-2012.00,Maids and Housekeeping Cleaners
64,3,17-3027.00,Mechanical Engineering Technologists and Technicians
64,4,17-2199.05,Mechatronics Engineers
64,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
64,2,37-2021.00,Pest Control Workers
64,2,43-4171.00,Receptionists and Information Clerks
64,2,47-5043.00,"Roof Bolters, Mining"
64,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
64,3,41-3041.00,Travel Agents
63,1,47-2051.00,Cement Masons and Concrete Finishers
63,2,51-9011.00,Chemical Equipment Operators and Tenders
63,2,39-3092.00,Costume Attendants
63,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
63,2,51-2031.00,Engine and Other Machine Assemblers
63,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
63,2,43-4071.00,File Clerks
63,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
63,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
63,1,45-3031.00,Fishing and Hunting Workers
63,2,53-2031.00,Flight Attendants
63,2,27-1023.00,Floral Designers
63,1,35-2021.00,Food Preparation Workers
63,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
63,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
63,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
63,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
63,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
63,3,51-7032.00,"Patternmakers, Wood"
63,2,51-4052.00,"Pourers and Casters, Metal"
63,2,51-8013.00,Power Plant Operators
63,3,49-9097.00,Signal and Track Switch Repairers
63,3,47-1011.03,Solar Energy Installation Managers
63,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
63,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
62,5,19-1029.04,Biologists
62,3,27-4012.00,Broadcast Technicians
62,2,51-3021.00,Butchers and Meat Cutters
62,2,33-3012.00,Correctional Officers and Jailers
62,2,41-2021.00,Counter and Rental Clerks
62,2,53-3031.00,Driver/Sales Workers
62,2,51-2023.00,Electromechanical Equipment Assemblers
62,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
62,1,45-4021.00,Fallers
62,2,51-3093.00,Food Cooking Machine Operators and Tenders
62,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
62,2,51-7021.00,Furniture Finishers
62,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
62,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
62,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
62,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
62,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
62,2,43-5041.00,"Meter Readers, Utilities"
62,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
62,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
62,3,19-4051.02,Nuclear Monitoring Technicians
62,4,19-1031.02,Range Managers
62,1,51-6031.00,Sewing Machine Operators
62,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
62,2,53-4041.00,Subway and Streetcar Operators
62,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
62,2,51-2061.00,Timing Device Assemblers and Adjusters
62,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
61,1,45-2091.00,Agricultural Equipment Operators
61,2,49-3022.00,Automotive Glass Installers and Repairers
61,2,51-8013.03,Biomass Plant Technicians
61,2,51-7011.00,Cabinetmakers and Bench Carpenters
61,2,51-8091.00,Chemical Plant and System Operators
61,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
61,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
61,3,51-8013.04,Hydroelectric Plant Technicians
61,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
61,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
61,3,19-4051.00,Nuclear Technicians
61,1,51-9123.00,"Painting, Coating, and Decorating Workers"
61,2,33-3041.00,Parking Enforcement Workers
61,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
61,2,51-5112.00,Printing Press Operators
61,4,43-9081.00,Proofreaders and Copy Markers
61,2,47-4091.00,Segmental Pavers
61,3,53-5031.00,Ship Engineers
60,2,39-2011.00,Animal Trainers
60,2,41-2011.00,Cashiers
60,3,19-4031.00,Chemical Technicians
60,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
60,2,53-7041.00,Hoist and Winch Operators
60,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
60,2,43-4121.00,"Library Assistants, Clerical"
60,3,49-9071.00,"Maintenance and Repair Workers, General"
60,3,51-4062.00,"Patternmakers, Metal and Plastic"
60,1,47-5051.00,"Rock Splitters, Quarry"
60,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
60,2,47-2221.00,Structural Iron and Steel Workers
60,2,43-2011.00,"Switchboard Operators, Including Answering Service"
59,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
59,2,45-2011.00,Agricultural Inspectors
59,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
59,1,35-9021.00,Dishwashers
59,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
59,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
59,2,49-9095.00,Manufactured Building and Mobile Home Installers
59,2,39-3021.00,Motion Picture Projectionists
59,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
59,2,47-2072.00,Pile Driver Operators
59,2,43-5052.00,Postal Service Mail Carriers
59,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
59,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
59,2,53-5011.00,Sailors and Marine Oilers
59,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
59,2,51-9141.00,Semiconductor Processing Technicians
59,3,51-8021.00,Stationary Engineers and Boiler Operators
58,3,33-3011.00,Bailiffs
58,3,39-5011.00,Barbers
58,2,53-7061.00,Cleaners of Vehicles and Equipment
58,1,51-9031.00,"Cutters and Trimmers, Hand"
58,2,53-7031.00,Dredge Operators
58,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
58,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
58,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
58,2,51-6041.00,Shoe and Leather Workers and Repairers
58,2,33-9093.00,Transportation Security Screeners
58,2,43-9022.00,Word Processors and Typists
57,2,41-9011.00,Demonstrators and Product Promoters
57,5,19-3093.00,Historians
57,1,51-6011.00,Laundry and Dry-Cleaning Workers
57,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
57,2,53-7065.00,Stockers and Order Fillers
57,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
57,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
56,5,29-1291.00,Acupuncturists
56,2,51-8099.01,Biofuels Processing Technicians
56,3,53-7021.00,Crane and Tower Operators
56,2,47-4051.00,Highway Maintenance Workers
56,2,53-3033.00,Light Truck Drivers
56,2,53-7063.00,Machine Feeders and Offbearers
56,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
56,1,47-2161.00,Plasterers and Stucco Masons
56,1,47-5071.00,"Roustabouts, Oil and Gas"
56,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
56,2,51-6093.00,Upholsterers
56,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
55,2,43-3021.00,Billing and Posting Clerks
55,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
55,2,51-9198.00,Helpers--Production Workers
55,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
55,2,53-6061.00,Passenger Attendants
55,3,33-3021.02,Police Identification and Records Officers
55,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
55,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
55,2,47-2044.00,Tile and Stone Setters
55,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
54,2,45-2021.00,Animal Breeders
54,2,43-3041.00,Gambling Cage Workers
54,1,45-2041.00,"Graders and Sorters, Agricultural Products"
54,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
54,2,39-9011.01,Nannies
54,2,31-9095.00,Pharmacy Aides
53,2,39-6011.00,Baggage Porters and Bellhops
53,2,53-6011.00,Bridge and Lock Tenders
53,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
53,2,39-4021.00,Funeral Attendants
53,1,51-9022.00,"Grinding and Polishing Workers, Hand"
53,2,31-1132.00,Orderlies
53,2,53-4031.00,Railroad Conductors and Yardmasters
53,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
52,1,35-3023.01,Baristas
52,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
51,1,35-2011.00,"Cooks, Fast Food"
51,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
51,2,39-5092.00,Manicurists and Pedicurists
51,2,53-5022.00,Motorboat Operators
51,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
51,2,49-3043.00,Rail Car Repairers
51,2,47-2082.00,Tapers
51,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
50,1,53-7011.00,Conveyor Operators and Tenders
49,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
48,2,33-9032.00,Security Guards
48,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
47,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
46,2,47-2061.00,Construction Laborers
44,2,53-6021.00,Parking Attendants
43,2,33-9091.00,Crossing Guards and Flaggers
43,2,43-9071.00,"Office Machine Operators, Except Computer"
42,1,39-3091.00,Amusement and Recreation Attendants
39,2,41-9012.00,Models
37,2,43-5021.00,Couriers and Messengers
